City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
301,pathein,MM,2021-12-27 00:17:35,16.7833,94.7333,64.47,84,0,4.97
302,harper,LR,2021-12-27 00:17:35,4.375,-7.7169,79.63,87,13,7.92
303,quzhou,CN,2021-12-27 00:17:36,28.9594,118.8686,32.09,53,71,5.46
304,merauke,ID,2021-12-27 00:17:36,-8.4667,140.3333,83.43,75,92,8.03
305,yeppoon,AU,2021-12-27 00:17:37,-23.1333,150.7333,76.78,79,100,6.58
306,korla,CN,2021-12-27 00:17:37,41.7597,86.1469,16.21,72,18,1.7
307,asyut,EG,2021-12-27 00:17:37,27.181,31.1837,50.45,54,79,8.21
308,vila franca do campo,PT,2021-12-27 00:17:38,37.7167,-25.4333,64.81,85,27,19.66
309,ulladulla,AU,2021-12-27 00:17:38,-35.35,150.4667,65.08,66,92,14.83
310,haines junction,CA,2021-12-27 00:17:39,60.7522,-137.5108,1.35,78,100,0.0
311,chernyshevskiy,RU,2021-12-27 00:17:39,63.0128,112.4714,-20.04,99,98,1.36
312,saint-pierre,RE,2021-12-27 00:17:40,-21.3393,55.4781,76.68,90,10,3.44
313,zhezkazgan,KZ,2021-12-27 00:17:40,47.8043,67.7144,-0.42,78,40,2.24
314,zaykovo,RU,2021-12-27 00:17:41,57.5613,62.7568,12.52,93,100,10.8
315,baie-comeau,CA,2021-12-27 00:14:51,49.2168,-68.1489,27.88,86,1,5.75
316,nuuk,GL,2021-12-27 00:17:41,64.1835,-51.7216,29.01,59,20,1.14
317,fairbanks,US,2021-12-27 00:17:42,64.8378,-147.7164,34.61,94,90,0.0
318,raudeberg,NO,2021-12-27 00:17:42,61.9875,5.1352,34.86,77,74,1.99
319,cadillac,US,2021-12-27 00:17:23,44.2519,-85.4012,30.54,68,1,4.61
320,pinawa,CA,2021-12-27 00:17:43,50.1489,-95.8811,6.01,84,72,9.42
321,shetpe,KZ,2021-12-27 00:17:43,44.1667,52.1167,29.19,69,51,13.65
322,sumbe,AO,2021-12-27 00:17:44,-11.2061,13.8437,75.04,77,89,3.74
323,manono,CD,2021-12-27 00:17:44,-7.3,27.4167,68.58,96,88,1.88
324,coruripe,BR,2021-12-27 00:18:45,-10.1256,-36.1756,76.46,88,100,9.31
325,jalu,LY,2021-12-27 00:18:45,29.0331,21.5482,54.86,58,76,6.53
326,vestmanna,FO,2021-12-27 00:18:45,62.1564,-7.1664,38.32,87,90,16.11
327,ishigaki,JP,2021-12-27 00:18:46,24.3448,124.1572,62.73,67,75,19.57
328,dhidhdhoo,MV,2021-12-27 00:18:46,6.8833,73.1,80.15,73,8,9.48
329,mehamn,NO,2021-12-27 00:18:47,71.0357,27.8492,24.57,71,100,8.57
330,nantucket,US,2021-12-27 00:14:29,41.2835,-70.0995,39.31,73,75,18.41
331,verkhoyansk,RU,2021-12-27 00:18:47,67.5447,133.385,-31.9,99,100,1.92
332,veraval,IN,2021-12-27 00:18:48,20.9,70.3667,69.84,70,100,9.24
333,ola,RU,2021-12-27 00:18:48,59.5833,151.2833,-13.18,81,93,12.71
334,hovd,MN,2021-12-27 00:18:49,48.0056,91.6419,-3.05,73,92,2.59
335,tromso,NO,2021-12-27 00:18:49,69.6496,18.957,24.82,80,75,11.5
336,sao miguel do araguaia,BR,2021-12-27 00:18:49,-13.275,-50.1628,71.87,94,12,4.61
337,inirida,CO,2021-12-27 00:18:50,3.8653,-67.9239,78.22,87,46,1.32
338,hay river,CA,2021-12-27 00:15:23,60.8156,-115.7999,-20.22,76,20,8.05
339,taksimo,RU,2021-12-27 00:18:51,56.3444,114.8794,-8.12,95,73,1.25
340,rio brilhante,BR,2021-12-27 00:18:51,-21.8019,-54.5464,85.17,34,90,3.51
341,kijang,KR,2021-12-27 00:18:52,35.2442,129.2139,22.73,48,0,10.36
342,plettenberg bay,ZA,2021-12-27 00:18:52,-34.0527,23.3716,65.53,97,53,4.07
343,lhokseumawe,ID,2021-12-27 00:18:52,5.1801,97.1507,75.61,80,13,1.81
344,katsuura,JP,2021-12-27 00:18:53,35.1333,140.3,45.19,31,10,9.66
345,ruteng,ID,2021-12-27 00:18:53,-8.6136,120.4721,70.41,72,100,3.27
346,maceio,BR,2021-12-27 00:13:58,-9.6658,-35.7353,77.2,87,100,6.62
347,carroll,US,2021-12-27 00:18:54,39.5501,-77.0164,50.18,55,1,3.0
348,agadez,NE,2021-12-27 00:18:55,19.75,10.25,59.43,24,3,5.37
349,puri,IN,2021-12-27 00:18:55,19.8,85.85,72.37,75,2,1.45
350,dakar,SN,2021-12-27 00:17:27,14.6937,-17.4441,74.28,83,86,6.91
351,zhongshu,CN,2021-12-27 00:18:56,24.5167,103.7667,39.34,98,99,3.85
352,cayenne,GF,2021-12-27 00:18:56,4.9333,-52.3333,79.09,89,90,3.0
353,hambantota,LK,2021-12-27 00:18:56,6.1241,81.1185,71.58,82,3,10.67
354,saldanha,ZA,2021-12-27 00:18:57,-33.0117,17.9442,62.65,89,0,8.25
355,abatskoye,RU,2021-12-27 00:18:57,56.2875,70.4555,-3.71,91,44,8.84
356,barranco,PA,2021-12-27 00:18:58,9.5167,-82.7,76.75,92,49,2.21
357,autazes,BR,2021-12-27 00:18:58,-3.5797,-59.1306,76.06,95,77,1.79
358,omsukchan,RU,2021-12-27 00:18:58,62.5333,155.8,-35.36,100,98,5.46
359,san patricio,US,2021-12-27 00:18:59,28.017,-97.5169,76.98,77,0,14.47
360,conde,BR,2021-12-27 00:18:59,-7.2597,-34.9075,80.06,89,40,5.75
361,bonavista,CA,2021-12-27 00:19:00,48.6499,-53.1147,30.11,86,73,14.12
362,nikolskoye,RU,2021-12-27 00:19:00,59.7035,30.7861,15.69,93,97,7.9
363,necochea,AR,2021-12-27 00:19:01,-38.5473,-58.7368,60.04,83,0,7.74
364,avarua,CK,2021-12-27 00:19:01,-21.2078,-159.775,78.85,73,75,10.36
365,ixtapa,MX,2021-12-27 00:19:01,20.7,-105.2,76.23,73,1,8.05
366,dwarka,IN,2021-12-27 00:19:02,22.2394,68.9678,71.44,80,49,8.3
367,auki,SB,2021-12-27 00:19:02,-8.7676,160.7034,83.5,79,100,6.08
368,skjervoy,NO,2021-12-27 00:19:03,70.0311,20.9714,29.55,82,100,3.65
369,rizhao,CN,2021-12-27 00:19:03,35.4275,119.4553,22.5,35,0,6.35
370,beyneu,KZ,2021-12-27 00:19:03,45.3167,55.2,23.16,75,86,17.63
371,lebanon,US,2021-12-27 00:19:56,36.2081,-86.2911,64.58,79,20,4.61
372,chicama,PE,2021-12-27 00:20:04,-7.8447,-79.1469,64.94,75,91,6.38
373,masunga,BW,2021-12-27 00:20:05,-20.6246,27.4488,65.23,87,91,4.21
374,tevaitoa,PF,2021-12-27 00:20:05,-16.7833,-151.5,80.38,70,63,9.71
375,raton,US,2021-12-27 00:20:05,36.9034,-104.4391,43.41,32,1,17.27
376,tondano,ID,2021-12-27 00:20:06,1.3038,124.9112,69.89,83,100,3.44
377,fortuna,US,2021-12-27 00:20:06,40.5982,-124.1573,45.32,96,90,1.01
378,pyay,MM,2021-12-27 00:20:07,18.8167,95.2167,60.39,80,0,5.57
379,tashtyp,RU,2021-12-27 00:20:07,52.7939,89.8983,-1.35,97,86,1.7
380,barcelos,PT,2021-12-27 00:20:08,41.5388,-8.6151,59.92,90,99,17.9
381,reo,BF,2021-12-27 00:15:18,12.3167,-2.4667,75.02,15,78,9.15
382,buala,SB,2021-12-27 00:20:08,-8.145,159.5921,84.92,73,82,5.95
383,da nang,VN,2021-12-27 00:17:54,16.0678,108.2208,71.58,88,75,9.22
384,pattani,TH,2021-12-27 00:20:09,6.75,100.4167,73.11,94,25,2.95
385,halifax,CA,2021-12-27 00:17:17,44.6453,-63.5724,32.0,81,86,3.0
386,steinbach,DE,2021-12-27 00:20:09,50.1667,8.5667,39.9,93,90,5.75
387,hofn,IS,2021-12-27 00:20:10,64.2539,-15.2082,29.59,69,100,14.92
388,ibra,OM,2021-12-27 00:20:10,22.6906,58.5334,63.86,70,18,3.24
389,geraldton,AU,2021-12-27 00:20:11,-28.7667,114.6,97.21,17,100,21.85
390,srivardhan,IN,2021-12-27 00:20:11,18.0333,73.0167,70.72,64,57,3.67
391,honjo,JP,2021-12-27 00:20:11,36.2333,139.1833,39.67,27,9,5.53
392,chabahar,IR,2021-12-27 00:20:12,25.2919,60.643,73.6,75,82,3.85
393,umm lajj,SA,2021-12-27 00:20:12,25.0213,37.2685,67.8,48,43,10.16
394,barentu,ER,2021-12-27 00:20:13,15.1139,37.5928,65.61,76,4,3.02
395,galgamacsa,HU,2021-12-27 00:20:13,47.6956,19.3872,28.4,49,100,3.04
396,campbellford,CA,2021-12-27 00:20:14,44.3084,-77.7995,26.29,77,73,3.0
397,namatanai,PG,2021-12-27 00:20:14,-3.6667,152.4333,85.39,68,93,11.97
398,okha,RU,2021-12-27 00:20:15,53.5739,142.9478,-4.18,89,97,22.62
399,dingle,PH,2021-12-27 00:20:15,10.9995,122.6711,78.51,86,85,12.03
400,kikwit,CD,2021-12-27 00:20:15,-5.041,18.8162,71.13,95,100,1.72
401,nouadhibou,MR,2021-12-27 00:20:16,20.931,-17.0347,67.98,60,0,12.66
402,henties bay,NA,2021-12-27 00:20:16,-22.116,14.2845,62.85,87,1,4.7
403,nago,JP,2021-12-27 00:20:17,26.5881,127.9761,59.07,68,100,14.38
404,long beach,US,2021-12-27 00:17:50,33.767,-118.1892,60.03,59,1,5.99
405,kasongo,CD,2021-12-27 00:20:17,-4.45,26.6667,67.6,98,100,1.81
406,muros,ES,2021-12-27 00:20:18,42.7762,-9.0603,61.23,86,85,23.62
407,airai,TL,2021-12-27 00:20:18,-8.9266,125.4092,60.85,96,96,3.51
408,kjollefjord,NO,2021-12-27 00:20:19,70.9457,27.3465,23.9,74,100,7.45
409,rapid valley,US,2021-12-27 00:20:19,44.0625,-103.1463,27.64,79,1,1.01
410,enkoping,SE,2021-12-27 00:20:20,59.6361,17.0777,21.81,77,99,6.67
411,moyale,KE,2021-12-27 00:20:20,3.5167,39.0584,67.96,65,4,5.14
412,omboue,GA,2021-12-27 00:20:21,-1.5746,9.2618,76.8,88,99,7.05
413,saint-denis,FR,2021-12-27 00:20:21,48.9167,2.3333,51.58,95,75,1.01
414,toamasina,MG,2021-12-27 00:20:21,-18.1667,49.3833,77.0,88,75,0.0
415,smithers,CA,2021-12-27 00:19:15,54.7804,-127.1743,-21.68,76,1,0.0
416,lazarev,RU,2021-12-27 00:20:22,52.225,141.5131,-7.01,85,100,9.37
417,wanxian,CN,2021-12-27 00:20:22,30.8039,108.3897,37.63,81,84,2.86
418,sirsa,IN,2021-12-27 00:21:23,29.5333,75.0167,53.24,75,16,5.66
419,san carlos de bariloche,AR,2021-12-27 00:20:26,-41.1456,-71.3082,73.15,27,20,13.8
420,bhimunipatnam,IN,2021-12-27 00:21:23,17.8833,83.4333,71.11,81,1,2.51
421,luwingu,ZM,2021-12-27 00:21:24,-10.2621,29.9271,62.8,58,53,4.94
422,kalabo,ZM,2021-12-27 00:21:24,-14.97,22.6814,68.7,83,83,6.6
423,havre-saint-pierre,CA,2021-12-27 00:21:25,50.2334,-63.5986,33.8,69,90,11.5
424,laukaa,RU,2021-12-27 00:21:25,58.7372,29.8453,13.59,94,99,8.75
425,zell am see,AT,2021-12-27 00:21:26,47.3256,12.7944,36.48,60,78,5.44
426,pinczow,PL,2021-12-27 00:21:26,50.5205,20.5265,15.85,92,5,5.32
427,vila do maio,CV,2021-12-27 00:21:27,15.1333,-23.2167,72.39,66,1,16.37
428,maputo,MZ,2021-12-27 00:21:27,-25.9653,32.5892,76.23,85,98,4.32
429,shangzhi,CN,2021-12-27 00:21:28,45.2167,127.9667,-3.66,95,98,4.81
430,kharabali,RU,2021-12-27 00:21:28,47.4196,47.2568,34.88,96,100,8.08
431,banamba,ML,2021-12-27 00:21:29,13.55,-7.45,72.12,17,94,9.42
432,viedma,AR,2021-12-27 00:21:29,-40.8135,-62.9967,68.47,43,0,14.63
433,altamont,US,2021-12-27 00:21:30,42.2068,-121.7372,27.77,94,90,5.01
434,myanaung,MM,2021-12-27 00:21:30,18.2833,95.3167,61.14,77,0,6.69
435,lata,PT,2021-12-27 00:21:30,40.1629,-8.3327,60.08,96,97,10.96
436,progreso,MX,2021-12-27 00:21:31,21.2833,-89.6667,79.11,76,43,13.6
437,pulandian,CN,2021-12-27 00:21:31,39.3953,121.9669,32.13,57,0,8.84
438,puerto colombia,CO,2021-12-27 00:21:32,10.9878,-74.9547,80.69,84,31,23.13
439,zhuhai,CN,2021-12-27 00:21:32,22.2769,113.5678,50.11,87,40,19.57
440,tiznit,MA,2021-12-27 00:21:33,29.5833,-9.5,59.41,87,84,1.1
441,spartanburg,US,2021-12-27 00:21:33,34.9496,-81.9321,66.45,67,1,0.0
442,birin,NP,2021-12-27 00:21:33,26.8865,88.0718,41.77,72,49,5.21
443,taseyevo,RU,2021-12-27 00:21:34,57.2169,94.8978,-12.6,99,67,0.98
444,zaranj,AF,2021-12-27 00:21:34,30.9667,61.8833,42.76,47,51,8.43
445,abu kamal,SY,2021-12-27 00:21:35,34.4506,40.9171,43.03,47,0,2.8
446,la paz,BO,2021-12-27 00:21:35,-16.5,-68.15,48.18,87,40,9.22
447,padang,ID,2021-12-27 00:21:36,-0.9492,100.3543,73.45,86,75,4.03
448,brae,GB,2021-12-27 00:21:36,60.3964,-1.353,39.11,73,99,22.77
449,sibi,PK,2021-12-27 00:21:36,29.5448,67.8764,56.91,40,40,0.4
450,puyo,EC,2021-12-27 00:19:48,-1.4667,-77.9833,67.15,97,75,3.09
451,tambopata,PE,2021-12-27 00:21:37,-12.7333,-69.1833,76.89,88,0,1.14
452,port lincoln,AU,2021-12-27 00:21:37,-34.7333,135.8667,63.81,62,72,21.32
453,richards bay,ZA,2021-12-27 00:21:38,-28.783,32.0377,72.57,86,47,11.9
454,pundaguitan,PH,2021-12-27 00:21:38,6.3711,126.1689,81.23,77,98,16.55
455,nyurba,RU,2021-12-27 00:21:39,63.2842,118.3319,-17.07,98,100,4.34
456,west wendover,US,2021-12-27 00:21:39,40.7391,-114.0733,28.54,48,58,18.9
457,pochutla,MX,2021-12-27 00:21:39,15.7432,-96.4661,79.65,75,6,3.33
458,pombas,CV,2021-12-27 00:21:40,17.1503,-25.0201,69.58,69,0,10.85
459,paraiso,CR,2021-12-27 00:21:40,9.8383,-83.8656,67.06,96,79,3.96
460,mnogovershinnyy,RU,2021-12-27 00:21:41,53.9353,139.9242,-18.26,92,80,5.57
461,srandakan,ID,2021-12-27 00:21:41,-7.9386,110.2506,80.24,82,97,5.1
462,calatayud,ES,2021-12-27 00:21:42,41.3535,-1.6432,55.54,88,100,18.72
463,kentau,KZ,2021-12-27 00:21:42,43.5206,68.5094,23.67,93,62,2.13
464,weiser,US,2021-12-27 00:21:42,44.251,-116.9693,35.8,80,88,6.69
465,humboldt,US,2021-12-27 00:22:43,40.6665,-123.9178,36.5,99,100,3.58
466,quatre cocos,MU,2021-12-27 00:22:43,-20.2078,57.7625,76.08,83,47,10.31
467,zheleznodorozhnyy,RU,2021-12-27 00:22:44,55.7503,38.0042,10.81,90,80,10.36
468,roebourne,AU,2021-12-27 00:22:44,-20.7833,117.1333,93.34,36,96,20.98
469,ipixuna,BR,2021-12-27 00:22:45,-1.7625,-48.8043,76.95,96,87,4.52
470,los llanos de aridane,ES,2021-12-27 00:22:46,28.6585,-17.9182,61.12,87,0,3.0
471,victoria,HK,2021-12-27 00:19:21,22.2855,114.1577,50.38,84,100,4.0
472,aksum,ET,2021-12-27 00:22:46,14.1245,38.7244,56.95,66,4,2.62
473,slave lake,CA,2021-12-27 00:22:47,55.2834,-114.769,-18.42,69,90,10.36
474,boditi,ET,2021-12-27 00:22:48,6.9667,37.8667,58.78,53,55,3.47
475,rocha,UY,2021-12-27 00:22:48,-34.4833,-54.3333,62.17,73,2,5.46
476,pandan,PH,2021-12-27 00:22:48,14.0453,124.1694,77.23,86,99,24.94
477,port keats,AU,2021-12-27 00:22:49,-14.25,129.55,76.05,87,100,19.28
478,takoradi,GH,2021-12-27 00:22:49,4.8845,-1.7554,80.69,84,56,6.2
479,storforshei,NO,2021-12-27 00:22:50,66.4043,14.5233,4.66,92,77,3.67
480,singaraja,ID,2021-12-27 00:22:13,-8.112,115.0882,83.97,78,99,6.04
481,divnomorskoye,RU,2021-12-27 00:22:50,44.5011,38.1353,50.16,84,100,17.18
482,tottori,JP,2021-12-27 00:18:56,35.5,134.2333,32.07,86,75,10.36
483,waipawa,NZ,2021-12-27 00:22:51,-41.4122,175.5153,68.94,61,50,17.29
484,jackson,US,2021-12-27 00:21:49,42.4165,-122.8345,35.4,92,100,1.99
485,santa maria,BR,2021-12-27 00:22:15,-29.6842,-53.8069,76.3,69,0,11.5
486,manali,IN,2021-12-27 00:22:52,13.1667,80.2667,75.07,87,13,3.71
487,meulaboh,ID,2021-12-27 00:22:52,4.1363,96.1285,75.16,86,24,3.8
488,novodugino,RU,2021-12-27 00:22:53,55.6305,34.2842,4.35,94,93,10.78
489,teahupoo,PF,2021-12-27 00:22:53,-17.8333,-149.2667,80.56,68,91,7.56
490,saint anthony,US,2021-12-27 00:22:54,45.0205,-93.218,31.84,69,90,8.01
491,lagoa,PT,2021-12-27 00:22:54,39.05,-27.9833,62.73,80,44,36.19
492,porto santo,PT,2021-12-27 00:23:10,33.072,-16.3415,68.31,88,40,5.75
493,guanica,PR,2021-12-27 00:23:10,17.9716,-66.908,79.05,79,43,3.11
494,katwa,IN,2021-12-27 00:23:10,23.6399,88.128,64.29,67,35,4.34
495,houma,US,2021-12-27 00:21:29,29.5958,-90.7195,73.4,89,40,6.91
496,banda aceh,ID,2021-12-27 00:23:11,5.5577,95.3222,75.25,79,35,9.69
497,napanee,CA,2021-12-27 00:20:57,44.2501,-76.9494,27.05,82,76,8.75
498,melilla,ES,2021-12-27 00:23:12,35.2937,-2.9383,57.58,82,0,1.14
499,ouegoa,NC,2021-12-27 00:23:12,-20.35,164.4333,85.39,66,65,6.55
500,bikramganj,IN,2021-12-27 00:23:12,25.2,84.25,56.62,72,73,1.92
501,bassano,CA,2021-12-27 00:23:13,50.7834,-112.4685,-12.77,97,100,10.49
502,brigantine,US,2021-12-27 00:23:13,39.4101,-74.3646,47.03,71,1,8.05
503,suraabad,AZ,2021-12-27 00:23:14,40.8192,49.4687,48.38,53,0,10.18
504,lerwick,GB,2021-12-27 00:23:14,60.1545,-1.1494,39.2,74,100,26.26
505,imeni zhelyabova,RU,2021-12-27 00:23:15,58.9544,36.5956,9.82,90,100,11.05
506,atherton,GB,2021-12-27 00:23:15,53.5237,-2.4935,44.44,95,91,1.99
507,salinopolis,BR,2021-12-27 00:22:22,-0.6136,-47.3561,78.75,85,94,12.03
508,nakamura,JP,2021-12-27 00:24:16,32.9833,132.9333,36.5,60,81,8.95
509,pasni,PK,2021-12-27 00:24:16,25.2631,63.471,71.82,76,65,6.51
510,liverpool,GB,2021-12-27 00:24:16,53.4106,-2.9779,44.53,98,75,5.01
511,vostok,RU,2021-12-27 00:24:17,46.4856,135.8833,-18.09,97,100,3.06
512,mayo,US,2021-12-27 00:24:17,38.8876,-76.5119,55.11,68,1,1.99
513,mayskiy,RU,2021-12-27 00:24:18,47.6931,40.1025,28.44,97,100,5.46
514,fukue,JP,2021-12-27 00:24:18,32.6881,128.8419,37.76,56,75,10.36
515,bilibino,RU,2021-12-27 00:24:18,68.0546,166.4372,-38.83,100,99,0.98
516,tual,ID,2021-12-27 00:24:19,-5.6667,132.75,82.36,82,100,16.28
517,dalnerechensk,RU,2021-12-27 00:24:19,45.9339,133.7225,-11.61,95,98,4.63
518,igrim,RU,2021-12-27 00:24:20,63.1906,64.4162,10.51,93,100,8.9
519,eyl,SO,2021-12-27 00:24:20,7.9803,49.8164,73.2,78,11,11.95
520,fuyang,CN,2021-12-27 00:24:21,32.9,115.8167,23.22,39,17,3.83
521,aklavik,CA,2021-12-27 00:24:21,68.2191,-135.0107,0.32,95,100,21.65
522,gorontalo,ID,2021-12-27 00:24:22,0.5412,123.0595,81.1,81,100,3.83
523,yantal,RU,2021-12-27 00:24:22,56.8471,105.2542,-10.57,97,100,1.7
524,krasnogvardeyskoye,RU,2021-12-27 00:24:22,45.8456,41.5186,43.25,86,100,8.16
525,limbang,MY,2021-12-27 00:24:23,4.75,115.0,82.71,93,85,2.28
526,tilichiki,RU,2021-12-27 00:24:23,60.4667,166.1,-10.73,88,100,11.61
527,mejorada del campo,ES,2021-12-27 00:24:24,40.3928,-3.4819,56.26,97,90,5.01
528,erice,IT,2021-12-27 00:24:24,38.037,12.5865,52.99,88,40,8.05
529,guerrero negro,MX,2021-12-27 00:24:24,27.9769,-114.0611,62.65,64,66,19.17
530,guadalajara,MX,2021-12-27 00:24:25,20.6667,-103.3333,83.97,13,1,0.0
531,marathon,US,2021-12-27 00:24:25,44.9,-89.7668,28.18,68,75,1.01
532,san jose,US,2021-12-27 00:21:34,37.3394,-121.895,51.66,73,90,5.01
533,sur,OM,2021-12-27 00:24:26,22.5667,59.5289,72.05,65,16,4.99
534,pangnirtung,CA,2021-12-27 00:24:26,66.1451,-65.7125,2.71,60,20,7.31
535,grand gaube,MU,2021-12-27 00:24:27,-20.0064,57.6608,75.38,90,38,1.99
536,ziniare,BF,2021-12-27 00:24:27,12.5822,-1.2983,75.24,16,78,9.33
537,kirkuk,IQ,2021-12-27 00:24:28,35.4681,44.3922,44.1,50,0,6.11
538,dukat,RU,2021-12-27 00:24:28,62.55,155.55,-36.56,100,98,5.37
539,aksha,RU,2021-12-27 00:24:28,50.2814,113.2867,-6.14,91,79,2.39
